Kids_First_Biospecimen_ID	FOXG1_expression_zscore	OLIG2_expression_zscore	TP73_AS1_expression_zscore
BS_0C7VZC0A	1.2839419317632654	0.7951929288920077	0.5271892692844726
BS_0RQ4P069	-0.8041050931466783	-1.856495198381678	-0.5018744038382532
BS_1D6PZNKN	-0.48066125323894676	0.9822133417167396	-0.8354047947150094
BS_1EBQ3T20	-0.6366679229352137	0.9334696870194986	-0.10932507694540786
BS_23QW0BBA	-0.8041050931466783	1.5844200561418242	-2.432186264056322
BS_29X4ZX6Q	0.5308930235571703	0.4811820360812066	0.5998472173535746
BS_2A162JH9	-0.7977549324489026	0.7076004122802276	0.7507839559496136
BS_2EN3X6HB	-0.8041050931466783	0.10397365988458178	-0.6072645373287797
BS_30VC3R2Q	-0.7914673359278956	1.0634529447961467	-0.12214971784114885
BS_399RPKC9	-0.7852410827898954	0.40647241418185	0.21024531216502593
BS_3MS8WVNR	1.600529325541435	-0.6236226852494484	0.14142989161749267
BS_40MP5BWR	-0.7852410827898954	0.944075272305408	0.9243757624278266
BS_45J79YTF	0.3286444430755532	1.181232524433196	-3.347905552891104
BS_49BQS7Z6	-0.7914673359278956	-0.12651923429775788	0.05457255792526795
BS_49FQXT2E	0.8526259083258414	0.17135605740257812	-0.35070895766535903
BS_52C576HH	1.948013183526652	-0.5765731182292317	0.7578415938813391
BS_52MPKTJH	-0.15159134337183547	-0.05822668690526767	0.3789249438588703
BS_5965SFPZ	-0.7977549324489026	0.3309140827759579	-0.3057668844535574
BS_59ZJWJTF	0.6037803170001946	-1.64888912591376	-0.4286486060665947
BS_5CTVXVRX	-0.8041050931466783	-1.7032304621212069	-1.5080469855798768
BS_5GNQC2FF	-0.8041050931466783	-1.8355698227356918	-0.1328971644864736
BS_6DCSD5Y6	-0.7790749876275835	-0.15760221624047932	0.36877082111001536
BS_6VPKXXMR	1.2460385068808384	-1.100411577361443	-1.2838056417444723
BS_7327SDAQ	-0.720484705592824	1.0008990773751032	0.4890930404446989
BS_7GJT4A6A	-0.8041050931466783	0.5265672145386765	0.43719687873025664
BS_84XCR9GG	1.96046309398456	0.8956974349828091	0.10519468088803591
BS_8MA5B8Y9	0.6672839028832255	-1.5505186927647534	-0.4336173814957872
BS_8ZD6J47V	-0.8041050931466783	1.0634529447961467	-0.21418803953437143
BS_8ZS9F31R	-0.8041050931466783	-1.8253882577340315	-1.5669976784659472
BS_91VYM11A	-0.7669186984698254	-1.2763475832075	-0.47126331638981483
BS_9CA93S6D	-0.7729678990655281	0.17378353308069916	-0.49162097387159515
BS_9RT63JD9	0.6916284188348	0.9482940137218551	-2.432186264056322
BS_9XVACXP0	1.824502511537412	-1.6911419706647126	-0.03603875696307023
BS_A0DYVX9J	0.78172725534264	0.6636876405977907	-4.503919274052784
BS_AWH9757B	1.1143949740599637	0.8875301532246054	-0.6372002109366462
BS_B1C6GZ84	-0.7914673359278956	1.0891939056820594	0.4124212192748078
BS_BWBDH9GM	-0.8041050931466783	0.6965722057525171	0.637493152247603
BS_C41DJZ1F	-0.2980284631275413	0.34048712578636486	0.8148352996122261
BS_CXVGG342	1.8808876124867846	-0.984329126347673	0.5397357375325992
BS_DFGS950G	0.061169763772833945	1.0866348413247215	0.2429237229199055
BS_DRY58DTF	-0.7977549324489026	-1.867253111664545	0.048652114698059946
BS_DS438CXE	0.1956325032489605	0.03628438622281776	0.6759408997497404
BS_E60JZ9Z3	-0.7914673359278956	0.44706911459779897	1.1026974730042183
BS_FEV5A0HN	0.9767854350675876	1.0317069598603976	1.0321889803428377
BS_FX2P2WEG	1.5128003833720203	0.6541191465716626	1.1003052054886804
BS_FYRDYBMZ	1.4694101220658857	0.12628937602792437	-1.313868124430637
BS_G3RJTBZD	-0.7977549324489026	0.1347822083405147	-0.3844516530600874
BS_GG9W3J9Y	1.7873223440464856	-1.7239655649509322	0.6240183466823724
BS_GXTFW99H	-0.7669186984698254	-1.8055548670780728	-0.35310122518089576
BS_H0QWRJE2	-0.7977549324489026	-1.7911198558491102	-1.098251386298447
BS_H1ZS5FMZ	1.2675112627457588	0.6994095420083817	0.2230141691532725
BS_HJRTC9JQ	0.5639033797832688	0.578069710003476	-0.14153496145942787
BS_JRYJGYC4	0.7938434057611403	-0.7123300884270414	0.04667491299575951
BS_JS95PE0J	1.2447526191102745	-0.4265514087186844	0.3207236919019365
BS_JVW2JJ39	1.440712375831457	0.6694922302496552	1.0883027557164853
BS_K17VQECG	-0.720484705592824	-0.09801817422470789	0.18261879592763977
BS_KP735TJ6	1.517854680259784	-1.1161903890710247	0.3721609952518049
BS_M0QYNVK8	0.7001458020618405	0.33389438001319965	0.8488422443256294
BS_M1PVEHCM	1.236721759157882	-0.30859937934846843	-1.02443562074763
BS_M7HCF7DW	1.933830691318704	-1.395920265864256	0.5707773444176876
BS_M85CXHDV	1.447493635576309	-1.0701064862157825	-0.4586394236540015
BS_M8EA6R2A	-0.7977549324489026	0.8342917732251095	0.5506526500687763
BS_MKM0EEN1	-0.8041050931466783	0.10208828994923785	-0.998225001335929
BS_MN5XVP5A	-0.7790749876275835	1.4606683036514796	-0.24806312604976122
BS_MX23ZY0Y	-0.7977549324489026	0.7635852674201407	-0.3316684431749027
BS_NNPEC7W1	-0.7549896430280585	0.10277460058116931	1.2053433046198154
BS_P0QF87WC	0.9818581713449888	-0.21779411255672335	0.8107171531167942
BS_P9JP6JFA	-0.749107703836699	-1.840729608979088	-1.6057889189080827
BS_PGK832G2	-0.7914673359278956	-1.76330202232712	-0.7469181524649448
BS_PKW05VZV	-0.8041050931466783	-0.5070403197024389	-0.5750876053972062
BS_PNYN0AYD	-0.7852410827898954	-1.810448909905503	1.151146916283747
BS_PQVTB6BB	-0.7977549324489026	0.9328302337197399	0.6538456241721762
BS_PZVHMSYN	-0.8041050931466783	0.11313975023875873	-0.7995608064974006
BS_QB84TBA3	-0.7977549324489026	0.34048712578636486	0.10327010778374099
BS_QWTE1CWR	-0.7977549324489026	0.5715510416485368	0.24112155499639926
BS_QYPHA40N	1.507876216158134	0.46031937467570805	0.6149867939543442
BS_R5SNFB5B	-0.7977549324489026	-1.8727091579762503	0.09168542500152163
BS_RCCN63K6	-0.8041050931466783	1.3049974391863752	-0.2824944785189551
BS_S2TA8R29	1.0337171520387471	-0.6236226852494484	-0.27325736115798704
BS_S6S7SK3P	-0.5713950051315387	0.020063015650080746	0.5271892692844726
BS_SD8YBRBR	2.2253187117442557	-1.4177121854722443	2.339030107272711
BS_T1YHK6B7	-0.8041050931466783	0.18130345861269573	1.040825506674221
BS_TGS109T3	-0.8041050931466783	1.203949353833725	0.26977200585936595
BS_TJTEF70D	-0.4219360909575437	-1.5351497706166894	-0.8841703007644405
BS_TK84K675	-0.7977549324489026	-0.805496488588076	-0.7153863966153607
BS_TXZ7KHTQ	-0.8041050931466783	0.5501289373681114	0.6104563876188205
BS_V3Z3DB4N	1.3759927689665354	0.5625122663017502	0.3397308634604661
BS_VVTHDRBD	-0.19186132348531304	1.0847692475021502	0.15462342346044747
BS_W4DB5RP1	-0.7790749876275835	0.6260567698382752	0.8942240007752944
BS_W60RQAKK	-0.2725542477195301	0.3795748995060808	0.8596090061074938
BS_W9N9844Q	-0.720484705592824	0.9963026289558441	0.4173998260852693
BS_WAXJY4XQ	1.2424314716892788	0.41970575947208905	1.2559528953618257
BS_WJ9H4NZZ	1.331737897526263	0.9212773331911652	1.9085878600032244
BS_WKESC3XN	0.08537693444595942	0.3625445649953382	-0.07131517359882125
BS_X4X1SFSE	0.7907047803302759	-0.9878021471695506	-0.30342798599585147
BS_XQ5SFW35	0.8634788688389843	1.049807508544129	0.7165726368722211
BS_YEW22W35	-0.7609262987183255	1.443539523745385	1.2087555466257751
BS_Z8F3GM85	1.374523986075124	-1.6526034875106406	0.674475102940714
BS_Z8YZ6QGS	0.8554749571853677	1.0753174539563017	0.21024531216502593
BS_ZV1P6W9C	-0.7914673359278956	-0.5258354666332392	-0.2848101300518461
BS_052PZFMK	1.4277033402085297	-1.8304563132252978	0.4355542446862627
BS_1A6MQ9ZA	-0.7609262987183255	0.32618249969848917	-0.3747553479203774
BS_1EN5V3XW	1.9743183073541186	-1.8304563132252978	0.833947093055427
BS_2A5R9MEJ	-0.8041050931466783	0.88596939720543	-3.8791508394289873
BS_4B0BAVTX	-0.7977549324489026	0.33651787313633397	0.37385402905385623
BS_4QW2S1Q8	-0.7914673359278956	0.08818568126957883	-1.1747608514743126
BS_51RA1PGE	-0.7852410827898954	0.05690937317394673	-0.03398204051575533
BS_5JM573JC	-0.469230752723749	-1.5201842791978757	0.3670736763391582
BS_5P1TN10Z	2.03614291326356	-1.544321322088263	1.216695916271294
BS_6WP1FHTE	-0.08826630624084446	0.28160723834076623	-0.031927339469494595
BS_8PNA0V6R	0.5786939811727136	0.48127032914969603	-2.8920293958054772
BS_97M1E2DW	-0.749107703836699	0.972150695570989	0.3940645204596399
BS_A7Q8G0Y1	-0.7790749876275835	0.5786654028758775	1.0883027557164853
BS_C6ZZ3FY5	1.6399731069408436	-1.149121732103409	-0.735397122107083
BS_D29RPBSZ	-0.8041050931466783	0.324092750913202	0.5661502982224771
BS_GW0GKWMS	-0.8041050931466783	0.6511776826684641	0.2139014983571638
BS_H1XPVS9A	1.5489679008661803	0.5946630086488583	0.6523642943684801
BS_J8VX4D17	-0.7977549324489026	-0.8869560484257423	0.6788694229212018
BS_MB7WN0ZB	-0.7977549324489026	1.1081763310476094	0.13953830623893979
BS_MDBT7S5Z	-0.7914673359278956	0.8208248716012149	-0.18085153052509365
BS_MWWZBQ60	-0.7852410827898954	0.8056843535097606	0.16586646514212725
BS_NR3P3GN2	-0.8041050931466783	0.4688645496040791	0.41075905331386947
BS_Q13FQ8FV	-0.7852410827898954	1.0114473399144193	0.5907107225062382
BS_RXN5T5YT	-0.7977549324489026	0.31977295097575176	0.29276564770480495
BS_S5P8VTN5	-0.5625923016446862	1.1528893800078053	-0.0033709530673169457
BS_TM9MH0RP	-0.7977549324489026	0.3994840467887588	-0.2778708333159874
BS_TRKH2SPE	-0.7852410827898954	0.7264009177105284	0.10134376658263836
BS_TV5B86ZD	1.5298241334086133	-1.7498860506699372	0.8010765740655907
BS_VF5XWFXD	-0.8041050931466783	0.7629930689461502	0.4874905778142225
BS_VMQMGSJY	-0.7852410827898954	-0.3446439976144627	-1.188976649992769
BS_WH8G4VFB	-0.7977549324489026	-0.16605715575066168	-0.6262649984083243
BS_X23724NJ	0.8573672814320858	-0.5794026649232054	0.208414825580051
BS_XG0DBWVT	-0.5713950051315387	0.83836498493531	1.1523147371158977
BS_ZVWE73JZ	-0.7914673359278956	0.8668543775592525	0.39573996781200604
